STA	TYPE	START	STOP	LON	LAT	NETID	NATFREQ	DAMPING	SEN	RECSEN	GAIN	COMPONENT	PAZFILE		
BK33	B	20180101	25990101	129.102183	-24.000019	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BK33	B	20180101	25990101	129.102183	-24.000019	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BK33	B	20180101	25990101	129.102183	-24.000019	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BK34	B	20180101	25990101	129.1026	-24.5007	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BK34	B	20180101	25990101	129.1026	-24.5007	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BK34	B	20180101	25990101	129.1026	-24.5007	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL25	B	20180101	25990101	129.510839	-19.996783	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL25	B	20180101	25990101	129.510839	-19.996783	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL25	B	20180101	25990101	129.510839	-19.996783	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL26	B	20180101	25990101	129.508018	-20.487258	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL26	B	20180101	25990101	129.508018	-20.487258	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL26	B	20180101	25990101	129.508018	-20.487258	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL27	B	20180101	25990101	129.499763	-21.000067	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL27	B	20180101	25990101	129.499763	-21.000067	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL27	B	20180101	25990101	129.499763	-21.000067	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL28	B	20180101	25990101	129.50055	-21.498849	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL28	B	20180101	25990101	129.50055	-21.498849	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL28	B	20180101	25990101	129.50055	-21.498849	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL29	B	20180101	25990101	129.492433	-21.993182	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL29	B	20180101	25990101	129.492433	-21.993182	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL29	B	20180101	25990101	129.492433	-21.993182	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL30	B	20180101	25990101	129.480996	-22.498362	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL30	B	20180101	25990101	129.480996	-22.498362	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL30	B	20180101	25990101	129.480996	-22.498362	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL31	B	20180101	25990101	129.500625	-23.000047	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL31	B	20180101	25990101	129.500625	-23.000047	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL31	B	20180101	25990101	129.500625	-23.000047	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL32	B	20180101	25990101	129.50024	-23.4998	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL32	B	20180101	25990101	129.50024	-23.4998	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL32	B	20180101	25990101	129.50024	-23.4998	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL33	B	20180101	25990101	129.500334	-24.000243	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL33	B	20180101	25990101	129.500334	-24.000243	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL33	B	20180101	25990101	129.500334	-24.000243	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BL34	B	20180101	25990101	129.500292	-24.499818	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BL34	B	20180101	25990101	129.500292	-24.499818	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BL34	B	20180101	25990101	129.500292	-24.499818	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM25	B	20180101	25990101	130.008426	-20.005521	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM25	B	20180101	25990101	130.008426	-20.005521	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM25	B	20180101	25990101	130.008426	-20.005521	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM26	B	20180101	25990101	130.016787	-20.492769	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM26	B	20180101	25990101	130.016787	-20.492769	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM26	B	20180101	25990101	130.016787	-20.492769	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM27	B	20180101	25990101	130.000956	-21.000123	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM27	B	20180101	25990101	130.000956	-21.000123	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM27	B	20180101	25990101	130.000956	-21.000123	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM28	B	20180101	25990101	130.012733	-21.504502	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM28	B	20180101	25990101	130.012733	-21.504502	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM28	B	20180101	25990101	130.012733	-21.504502	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM29	B	20180101	25990101	129.961647	-22.000342	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM29	B	20180101	25990101	129.961647	-22.000342	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM29	B	20180101	25990101	129.961647	-22.000342	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM30	B	20180101	25990101	129.986812	-22.500177	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM30	B	20180101	25990101	129.986812	-22.500177	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM30	B	20180101	25990101	129.986812	-22.500177	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM31	B	20180101	25990101	129.993058	-22.995938	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM31	B	20180101	25990101	129.993058	-22.995938	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM31	B	20180101	25990101	129.993058	-22.995938	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM32	B	20180101	25990101	130.000245	-23.499652	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM32	B	20180101	25990101	130.000245	-23.499652	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM32	B	20180101	25990101	130.000245	-23.499652	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM33	B	20180101	25990101	129.9987	-24	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM33	B	20180101	25990101	129.9987	-24	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM33	B	20180101	25990101	129.9987	-24	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BM34	B	20180101	25990101	130.000371	-24.500653	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BM34	B	20180101	25990101	130.000371	-24.500653	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BM34	B	20180101	25990101	130.000371	-24.500653	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN24	B	20180101	25990101	130.502345	-19.507826	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN24	B	20180101	25990101	130.502345	-19.507826	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN24	B	20180101	25990101	130.502345	-19.507826	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN25	B	20180101	25990101	130.498089	-20.001698	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN25	B	20180101	25990101	130.498089	-20.001698	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN25	B	20180101	25990101	130.498089	-20.001698	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN26	B	20180101	25990101	130.501311	-20.497634	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN26	B	20180101	25990101	130.501311	-20.497634	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN26	B	20180101	25990101	130.501311	-20.497634	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN27	B	20180101	25990101	130.498803	-20.999807	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN27	B	20180101	25990101	130.498803	-20.999807	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN27	B	20180101	25990101	130.498803	-20.999807	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN28	B	20180101	25990101	130.489415	-21.488411	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN28	B	20180101	25990101	130.489415	-21.488411	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN28	B	20180101	25990101	130.489415	-21.488411	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN29	B	20180101	25990101	130.496421	-22.006397	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN29	B	20180101	25990101	130.496421	-22.006397	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN29	B	20180101	25990101	130.496421	-22.006397	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN30	B	20180101	25990101	130.517022	-22.482201	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN30	B	20180101	25990101	130.517022	-22.482201	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN30	B	20180101	25990101	130.517022	-22.482201	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN31	B	20180101	25990101	130.499593	-22.999814	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN31	B	20180101	25990101	130.499593	-22.999814	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN31	B	20180101	25990101	130.499593	-22.999814	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN32	B	20180101	25990101	130.500302	-23.499986	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN32	B	20180101	25990101	130.500302	-23.499986	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN32	B	20180101	25990101	130.500302	-23.499986	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN33	B	20180101	25990101	130.4993	-23.9996	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN33	B	20180101	25990101	130.4993	-23.9996	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN33	B	20180101	25990101	130.4993	-23.9996	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BN34	B	20180101	25990101	130.497736	-24.500882	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BN34	B	20180101	25990101	130.497736	-24.500882	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BN34	B	20180101	25990101	130.497736	-24.500882	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO24	B	20180101	25990101	130.997155	-19.507225	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO24	B	20180101	25990101	130.997155	-19.507225	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO24	B	20180101	25990101	130.997155	-19.507225	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO25	B	20180101	25990101	130.996491	-20.001692	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO25	B	20180101	25990101	130.996491	-20.001692	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO25	B	20180101	25990101	130.996491	-20.001692	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO26	B	20180101	25990101	131.003048	-20.497057	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO26	B	20180101	25990101	131.003048	-20.497057	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO26	B	20180101	25990101	131.003048	-20.497057	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO27	B	20180101	25990101	131.000447	-21.000212	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO27	B	20180101	25990101	131.000447	-21.000212	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO27	B	20180101	25990101	131.000447	-21.000212	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO29	B	20180101	25990101	130.977806	-22.006704	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO29	B	20180101	25990101	130.977806	-22.006704	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO29	B	20180101	25990101	130.977806	-22.006704	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO30	B	20180101	25990101	130.994797	-22.486891	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO30	B	20180101	25990101	130.994797	-22.486891	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO30	B	20180101	25990101	130.994797	-22.486891	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO31	B	20180101	25990101	131.023113	-22.990195	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO31	B	20180101	25990101	131.023113	-22.990195	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO31	B	20180101	25990101	131.023113	-22.990195	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO32	B	20180101	25990101	130.999889	-23.535994	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO32	B	20180101	25990101	130.999889	-23.535994	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO32	B	20180101	25990101	130.999889	-23.535994	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO33	B	20180101	25990101	131.0004	-24	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO33	B	20180101	25990101	131.0004	-24	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO33	B	20180101	25990101	131.0004	-24	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BO34	B	20180101	25990101	131.000888	-24.499837	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BO34	B	20180101	25990101	131.000888	-24.499837	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BO34	B	20180101	25990101	131.000888	-24.499837	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP24	B	20180101	25990101	131.498805	-19.498399	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP24	B	20180101	25990101	131.498805	-19.498399	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP24	B	20180101	25990101	131.498805	-19.498399	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP25	B	20180101	25990101	131.503745	-19.999165	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP25	B	20180101	25990101	131.503745	-19.999165	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP25	B	20180101	25990101	131.503745	-19.999165	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP26	B	20180101	25990101	131.499338	-20.495311	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP26	B	20180101	25990101	131.499338	-20.495311	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP26	B	20180101	25990101	131.499338	-20.495311	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP27	B	20180101	25990101	131.499786	-21.000884	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP27	B	20180101	25990101	131.499786	-21.000884	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP27	B	20180101	25990101	131.499786	-21.000884	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP29	B	20180101	25990101	131.502344	-21.990202	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP29	B	20180101	25990101	131.502344	-21.990202	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP29	B	20180101	25990101	131.502344	-21.990202	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP31	B	20180101	25990101	131.465431	-22.993223	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP31	B	20180101	25990101	131.465431	-22.993223	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP31	B	20180101	25990101	131.465431	-22.993223	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP33	B	20180101	25990101	131.468807	-24.036486	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP33	B	20180101	25990101	131.468807	-24.036486	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP33	B	20180101	25990101	131.468807	-24.036486	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BP34	B	20180101	25990101	131.501147	-24.500188	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BP34	B	20180101	25990101	131.501147	-24.500188	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BP34	B	20180101	25990101	131.501147	-24.500188	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ24	B	20180101	25990101	132.000711	-19.499266	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ24	B	20180101	25990101	132.000711	-19.499266	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ24	B	20180101	25990101	132.000711	-19.499266	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ25	B	20180101	25990101	131.999999	-19.998847	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ25	B	20180101	25990101	131.999999	-19.998847	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ25	B	20180101	25990101	131.999999	-19.998847	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ26	B	20180101	25990101	131.985685	-20.504603	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ26	B	20180101	25990101	131.985685	-20.504603	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ26	B	20180101	25990101	131.985685	-20.504603	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ27	B	20180101	25990101	132.000464	-20.999675	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ27	B	20180101	25990101	132.000464	-20.999675	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ27	B	20180101	25990101	132.000464	-20.999675	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ28	B	20170101	25990101	132.029384	-21.506371	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ28	B	20170101	25990101	132.029384	-21.506371	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ28	B	20170101	25990101	132.029384	-21.506371	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ29	B	20180101	25990101	131.993584	-22.001386	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ29	B	20180101	25990101	131.993584	-22.001386	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ29	B	20180101	25990101	131.993584	-22.001386	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ31	B	20180101	25990101	131.9684	-22.9815	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ31	B	20180101	25990101	131.9684	-22.9815	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ31	B	20180101	25990101	131.9684	-22.9815	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ32	B	20180101	25990101	131.999325	-23.499374	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ32	B	20180101	25990101	131.999325	-23.499374	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ32	B	20180101	25990101	131.999325	-23.499374	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ33	B	20180101	25990101	132.0008	-24	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ33	B	20180101	25990101	132.0008	-24	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ33	B	20180101	25990101	132.0008	-24	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BQ34	B	20180101	25990101	132.000354	-24.500236	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BQ34	B	20180101	25990101	132.000354	-24.500236	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BQ34	B	20180101	25990101	132.000354	-24.500236	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR24	B	20180101	25990101	132.494693	-19.503508	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR24	B	20180101	25990101	132.494693	-19.503508	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR24	B	20180101	25990101	132.494693	-19.503508	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR25	B	20180101	25990101	132.498801	-20.000273	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR25	B	20180101	25990101	132.498801	-20.000273	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR25	B	20180101	25990101	132.498801	-20.000273	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR26	B	20180101	25990101	132.500443	-20.496291	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR26	B	20180101	25990101	132.500443	-20.496291	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR26	B	20180101	25990101	132.500443	-20.496291	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR27	B	20180101	25990101	132.499724	-21.000448	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR27	B	20180101	25990101	132.499724	-21.000448	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR27	B	20180101	25990101	132.499724	-21.000448	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR28	B	20180101	25990101	132.501867	-21.500377	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR28	B	20180101	25990101	132.501867	-21.500377	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR28	B	20180101	25990101	132.501867	-21.500377	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR29	B	20180101	25990101	132.508321	-21.995872	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR29	B	20180101	25990101	132.508321	-21.995872	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR29	B	20180101	25990101	132.508321	-21.995872	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR30	B	20180101	25990101	132.493092	-22.48578	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR30	B	20180101	25990101	132.493092	-22.48578	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR30	B	20180101	25990101	132.493092	-22.48578	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR31	B	20180101	25990101	132.503638	-22.997622	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR31	B	20180101	25990101	132.503638	-22.997622	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR31	B	20180101	25990101	132.503638	-22.997622	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR32	B	20180101	25990101	132.491107	-23.490412	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR32	B	20180101	25990101	132.491107	-23.490412	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR32	B	20180101	25990101	132.491107	-23.490412	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
BR33	B	20180101	25990101	132.499701	-23.940813	OA	-12345	-12345	1196.42	419430.4	1	HHE	trillium-compact-120.paz		
BR33	B	20180101	25990101	132.499701	-23.940813	OA	-12345	-12345	1196.42	419430.4	1	HHN	trillium-compact-120.paz		
BR33	B	20180101	25990101	132.499701	-23.940813	OA	-12345	-12345	1196.42	419430.4	1	HHZ	trillium-compact-120.paz		
